gold,prompt,task_name,style
24.75,"First, for clinical trial NCT00003128, review the more effective regimen ingredients and identify which ingredient starts with the letter P.

Then, for this identified ingredient, determine which pharmaceutical company received the most recent FDA approval (up until December 2024).
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
GEMCITABINE HYDROCHLORIDE,For clinical trial NCT00262769. Among the constituents of the regimen demonstrating superior efficacy; identify the constituent whose name commences with the letter 'G' return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name,Ingredient,style1_formal
GEMCITABINE HYDROCHLORIDE,"For clinical trial NCT00262769, find the ingredient starting with G among the more effective regimen ingredients and return only the name of the ingredient or unknown in all CAPS in the format INGREDIENT: name.",Ingredient,style2_concise
GEMCITABINE HYDROCHLORIDE,"First, for clinical trial NCT00262769. Then, among the more effective regimen ingredients, find which is the ingredient that starts with the letter G. Finally, return only the name of the ingredient or unknown in all CAPS in the format of INGREDIENT: name.",Ingredient,style3_stepwise
15.140000343322754,"Pertaining to clinical trial NCT00012389, examine the constituents of the more effective regimen and identify the constituent commencing with the letter I.

Subsequently, determine the pharmaceutical company that received the most recent U.S. Food and Drug Administration (FDA) approval (through December 2024) for this identified constituent.
Note: This inquiry is restricted to original FDA drug approvals, and excludes new indications or supplemental approvals.

If this company is publicly traded on any U.S. stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not publicly traded on a U.S. stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style1_formal
15.140000343322754,"For clinical trial NCT00012389, identify the ingredient in the more effective regimen that starts with the letter I.

Then, determine the pharmaceutical company that received the most recent FDA approval for this ingredient by December 2024.
Note: This is for overall FDA drug approval only, not new indications or supplemental approvals.

If this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, state ""NOT LISTED"".",Open_on_Approval,style2_concise
15.140000343322754,"First, for clinical trial NCT00012389, review the more effective regimen ingredients and identify which ingredient starts with the letter I.

Then, determine which pharmaceutical company received the most recent overall FDA drug approval for this identified ingredient, up until December 2024.
Note that we are only looking for overall FDA drug approval, not new indication, not supplemental approvals.

Finally, if this company is listed on any US stock market (including over-the-counter markets), provide:
1. The stock ticker symbol
2. The opening stock price on the FDA approval date

If the company is not listed on any US stock market, please indicate ""NOT LISTED"".",Open_on_Approval,style3_stepwise
"May 16, 2036","For clinical trial NCT00441922, among the constituent ingredients of the more efficacious therapeutic regimens, identify the specific agent whose name commences with the letter D.

Subsequently, for this identified agent, ascertain its patent expiration date, contingent upon its most recent primary approval being granted on or before Dec, 2024.
Note: This query pertains exclusively to the overall FDA drug approval, not approvals for new indications or supplemental applications.
The response should be provided solely as the year, in the format: YYYY.",Patent_Expire_Date_Text,style1_formal
"May 16, 2036","For clinical trial NCT00441922, identify the more effective regimen ingredient starting with the letter D.

For this ingredient, what is the patent expiration date of its last approval up to Dec, 2024?
Note: Consider only overall FDA drug approval, not new indications or supplemental approvals.
Return only the year in YYYY format.",Patent_Expire_Date_Text,style2_concise
"May 16, 2036","First, from the more effective regimen ingredients for clinical trial NCT00441922, identify the ingredient that starts with the letter D.

Then, for this identified ingredient, find its patent expiration date based on its last approval up till Dec, 2024.
Note that we are only look for overall FDA drug approval, not new indidcation, not supplemental approvals.
Finally, return only the date only the year YYYY format of date: YYYY.",Patent_Expire_Date_Text,style3_stepwise
DOCETAXEL,"For clinical trial NCT00441922. Among the more effective regimen constituents; identify the constituent whose name commences with the letter D, returning only the name of the constituent or 'unknown' in all capital letters in the format of INGREDIENT: name",Ingredient,style1_formal
